Object
30
 -100000 Global Angle eric_raheem_head:eric_raheem_head -100000 -100000 -100000 -100000 -100000 Global Angle eric_raheem_l_ankle:eric_raheem_l_ankle -100000 -100000 -100000 -100000 -100000 Global Angle eric_raheem_l_elbow:eric_raheem_l_elbow -100000 -100000 -100000 -100000 -100000 Global Angle eric_raheem_l_knee_fixed:eric_raheem_l_knee_fixed -100000 -100000 -100000 -100000 -100000 Global Angle eric_raheem_l_wrist:eric_raheem_l_wrist -100000 -100000 -100000 -100000 -100000 Global Angle eric_raheem_mid_back:eric_raheem_mid_back -100000 -100000 -100000 -100000 -100000 Global Angle eric_raheem_mid_front:eric_raheem_mid_front -100000 -100000 -100000 -100000 -100000 Global Angle eric_raheem_r_ankle:eric_raheem_r_ankle -100000 -100000 -100000 -100000 -100000 Global Angle eric_raheem_r_elbow:eric_raheem_r_elbow -100000 -100000 -100000 -100000 -100000 Global Angle eric_raheem_r_knee_fixed:eric_raheem_r_knee_fixed -100000 -100000 -100000 -100000 -100000 Global Angle eric_raheem_r_wrist:eric_raheem_r_wrist -100000 -100000 -100000 -100000 -100000 -100000
Frame Sub Frame RX RY RZ TX TY TZ RX RY RZ TX TY TZ RX RY RZ TX TY TZ RX RY RZ TX TY TZ RX RY RZ TX TY TZ RX RY RZ TX TY TZ RX RY RZ TX TY TZ RX RY RZ TX TY TZ RX RY RZ TX TY TZ RX RY RZ TX TY TZ RX RY RZ TX TY T
 -100000 rad rad rad mm mm mm rad rad rad mm mm mm rad rad rad mm mm mm rad rad rad mm mm mm rad rad rad mm mm mm rad rad rad mm mm mm rad rad rad mm mm mm rad rad rad mm mm mm rad rad rad mm mm mm rad rad rad mm mm mm rad rad rad mm mm m
3406 0 0.429815 1.55316 -1.18811 1635.08 -723.801 164.609 -0.378522 -4.51418 -0.00613704 613.818 62.7786 438.506 -100000 -100000 -100000 -100000 -100000 -100000 -0.240491 1.72559 -0.345432 980.898 -115.67 348.726 -100000 -100000 -100000 -100000 -100000 -100000 -0.197969 -3.55639 1.24124 1550.38 -222.505 353.538 -100000 -100000 -100000 -100000 -100000 -100000 1.16621 -3.34363 -0.232175 1299.52 -433.59 1278.92 -3.66311 -1.00147 1.58109 1343.69 -590.041 406.653 -100000 -100000 -100000 -100000 -100000 -100000 -4.94004 -0.203629 -0.831002 1209.91 -625.596 191.20
3407 0 0.44745 1.54711 -1.17416 1633.13 -728.81 165.003 -0.448 -4.52952 0.0172818 625.121 79.4513 432.899 -100000 -100000 -100000 -100000 -100000 -100000 -0.215125 1.71537 -0.358358 988.367 -107.804 347.052 -100000 -100000 -100000 -100000 -100000 -100000 -0.283443 -3.5569 1.23487 1554.12 -230.943 360.827 -100000 -100000 -100000 -100000 -100000 -100000 1.11313 -3.3772 -0.214455 1283.43 -435.021 1281.46 -3.68728 -0.931705 1.51779 1333.58 -593.006 399.566 -100000 -100000 -100000 -100000 -100000 -100000 -4.94505 -0.0456435 -0.857531 1207.53 -625.269 180.88
3408 0 0.465296 1.54068 -1.16002 1631.15 -733.742 165.368 -0.534991 -4.54148 0.0448318 637.5 96.2282 427.304 -100000 -100000 -100000 -100000 -100000 -100000 -0.182788 1.70423 -0.377035 996.432 -100.016 345.297 -100000 -100000 -100000 -100000 -100000 -100000 -0.376457 -3.54924 1.21779 1557.57 -239.34 368.344 -100000 -100000 -100000 -100000 -100000 -100000 1.05935 -3.40993 -0.196175 1267.79 -436.569 1283.72 -3.74229 -0.82033 1.42428 1324.49 -595.672 391.699 -100000 -100000 -100000 -100000 -100000 -100000 -4.94302 0.125836 -0.880867 1205.6 -624.878 170.45
3409 0 0.483517 1.5348 -1.14493 1629.15 -738.577 165.623 -0.611924 -4.55385 0.0668399 650.023 112.719 421.792 -100000 -100000 -100000 -100000 -100000 -100000 -0.149084 1.68568 -0.384362 1004.68 -92.2781 343.74 -100000 -100000 -100000 -100000 -100000 -100000 -0.455665 -3.54803 1.20921 1560.27 -247.979 375.285 -100000 -100000 -100000 -100000 -100000 -100000 1.00431 -3.44149 -0.179822 1252.25 -437.801 1285.62 -3.75101 -0.760505 1.36829 1314.71 -598.161 384.423 -100000 -100000 -100000 -100000 -100000 -100000 -4.93356 0.287642 -0.907666 1204.17 -624.604 160.00
3410 0 0.50115 1.52919 -1.12936 1627.11 -743.321 165.899 -0.693226 -4.56578 0.091781 663.122 129.013 416.355 -100000 -100000 -100000 -100000 -100000 -100000 -0.128857 1.67215 -0.398189 1012.95 -84.6306 342.158 -100000 -100000 -100000 -100000 -100000 -100000 -0.533966 -3.54643 1.19888 1563.11 -256.874 382.29 -100000 -100000 -100000 -100000 -100000 -100000 0.947786 -3.4719 -0.161615 1236.63 -438.643 1287.16 -3.76558 -0.722127 1.30897 1305.04 -600.628 376.741 -100000 -100000 -100000 -100000 -100000 -100000 -4.9172 0.463916 -0.930717 1203.22 -624.341 149.43
3411 0 0.519374 1.52326 -1.11316 1624.98 -747.976 166.13 -0.791009 -4.5774 0.1415 678.299 145.723 411.491 -100000 -100000 -100000 -100000 -100000 -100000 -0.0953271 1.65954 -0.416457 1021.88 -77.1476 340.537 -100000 -100000 -100000 -100000 -100000 -100000 -0.622766 -3.53553 1.18895 1565.37 -265.788 389.037 -100000 -100000 -100000 -100000 -100000 -100000 0.890711 -3.50159 -0.143774 1221.24 -439.199 1288.36 -3.79063 -0.65182 1.23583 1295.65 -602.334 368.331 -100000 -100000 -100000 -100000 -100000 -100000 -4.87292 0.64805 -0.97563 1202.97 -624.036 138.56
3412 0 0.537449 1.51618 -1.09636 1622.81 -752.57 166.334 -0.907285 -4.54149 0.114014 690.029 161.659 405.103 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -0.702399 -3.52752 1.17715 1567.18 -274.729 395.659 -1.7127 -1.38951 0.157539 1300.03 -366.153 367.424 0.835654 -3.52681 -0.131182 1205.9 -439.446 1289.26 -3.82825 -0.540439 1.16209 1287.48 -604.085 359.968 -0.450474 2.78104 2.61409 1023.73 -89.6404 373.877 -4.72713 1.02964 -1.2536 1205.34 -623.544 128.39
3413 0 0.555986 1.50891 -1.07889 1620.59 -757.06 166.521 -1.00041 -4.537 0.133711 704.685 177.322 399.826 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -0.783698 -3.51721 1.16537 1568.38 -283.683 402.035 -1.67516 -1.39812 0.161657 1298.98 -366.471 366.915 0.776925 -3.55388 -0.114303 1190.82 -439.478 1289.82 -3.85206 -0.476488 1.11862 1279.33 -606.147 352.082 -0.469233 2.74669 2.64599 1031.8 -83.2961 372.488 -4.68397 1.13799 -1.27894 1206 -623.081 117.69
3414 0 0.574797 1.50094 -1.0611 1618.24 -761.448 166.652 -1.1108 -4.53125 0.162857 720.306 193.179 395.063 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -0.855983 -3.51163 1.15268 1569.73 -292.782 408.448 -100000 -100000 -100000 -100000 -100000 -100000 0.719755 -3.58007 -0.0976221 1175.82 -439.298 1290.06 -3.85721 -0.431374 1.08107 1270.95 -607.594 344.076 -0.455782 2.71892 2.64224 1040.3 -76.1586 370.491 -4.61624 1.37573 -1.2863 1208.68 -622.882 107.23
3415 0 0.593035 1.49312 -1.04311 1615.83 -765.779 166.826 -1.23083 -4.50797 0.178158 736.357 208.577 390.184 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -0.93547 -3.49743 1.13932 1570.43 -301.837 414.601 -0.999986 -3.36285 1.13273 1305.98 -357.062 375.777 0.660686 -3.60519 -0.0794609 1160.98 -438.887 1289.97 -3.88711 -0.366796 0.955819 1264.2 -608.467 335.451 -1.18782 2.397 0.986851 1246.23 -350.306 839.571 -4.51717 1.5396 -1.34519 1212.22 -622.217 96.655
3416 0 0.61021 1.48688 -1.02518 1613.34 -770.095 167.078 -1.32613 -4.49627 0.203407 752.761 223.169 385.226 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.01318 -3.48514 1.12577 1570.8 -310.875 420.609 -1.03704 -3.39357 1.08213 1305.04 -357.753 375.735 0.601769 -3.62866 -0.0630104 1146.45 -438.223 1289.61 -3.90239 -0.292709 0.890407 1257.55 -608.837 326.826 -1.28125 2.43491 0.929215 1237.29 -349.805 840.056 -4.42872 1.63801 -1.42252 1216.38 -621.506 86.468
3417 0 0.630573 1.47317 -1.0077 1610.81 -774.201 167.189 -1.42519 -4.47973 0.229524 769.704 237.484 380.377 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.01987 -3.52682 1.1202 1570.99 -319.654 426.652 -1.09099 -3.40153 1.05438 1304.43 -358.181 375.369 0.544869 -3.64811 -0.0531978 1132.14 -437.296 1288.94 -3.90905 -0.249175 0.815735 1252.13 -609.204 318.652 -1.3663 2.47002 0.875435 1228.47 -349.427 840.353 -4.37477 1.68872 -1.49283 1221.03 -620.803 76.654
3418 0 0.648174 1.46529 -0.989839 1608.18 -778.374 167.435 -1.525 -4.46184 0.254761 787.283 251.391 375.664 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.15343 -1.63957 -0.0828874 1215.81 -388.966 860.044 -1.04952 -3.5559 1.1157 1570.71 -328.726 432.395 -1.14422 -3.40329 1.03001 1304.3 -358.483 375.066 0.492201 -3.66284 -0.0327813 1117.59 -436.558 1288.04 -3.90989 -0.199353 0.704148 1247.93 -608.858 309.851 -100000 -100000 -100000 -100000 -100000 -100000 -4.30638 1.68919 -1.59555 1225.4 -620.573 68.158
3419 0 0.667179 1.45323 -0.972898 1605.47 -782.43 167.656 -1.62722 -4.44007 0.279728 805.395 264.907 371.069 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.18066 -1.62909 -0.124398 1207.55 -389.376 859.956 -1.10959 -3.55389 1.10629 1570.12 -337.67 437.826 -1.19277 -3.40147 1.0035 1303.82 -358.932 375.058 0.423393 -3.68764 -0.0160802 1103.92 -435.083 1286.77 -3.90286 -0.146389 0.649522 1242.76 -607.807 302.226 -100000 -100000 -100000 -100000 -100000 -100000 -4.25554 1.61319 -1.70842 1229.3 -620.037 61.330
3420 0 0.683578 1.44266 -0.956568 1602.68 -786.53 168.036 -1.73066 -4.41544 0.308863 824.038 277.991 366.644 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.2084 -1.61332 -0.155378 1199.27 -389.524 859.54 -1.18051 -3.54365 1.09861 1568.73 -346.67 442.973 -1.36633 -3.33165 1.05014 1306.01 -358.6 374.006 0.371683 -3.70136 -0.0119937 1090.07 -433.547 1285.2 -3.89457 -0.0830793 0.586206 1238.87 -606.46 294.727 -100000 -100000 -100000 -100000 -100000 -100000 -4.273 1.4359 -1.81287 1232.51 -619.388 56.514
3421 0 0.701023 1.43208 -0.939556 1599.87 -790.519 168.325 -1.80694 -4.39366 0.362471 842.654 290.3 362.562 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.69677 -0.220252 -2.29723 1080.25 -421.006 1286.99 -1.26852 -3.51936 1.08774 1567.16 -355.523 447.876 -1.3688 -3.35042 0.991404 1304.5 -359.42 374.649 -100000 -100000 -100000 -100000 -100000 -100000 -3.88757 -0.0222943 0.528095 1235.74 -604.492 287.943 -100000 -100000 -100000 -100000 -100000 -100000 -4.42586 1.37456 -1.65506 1236.83 -619.908 60.084
3422 0 0.717356 1.42116 -0.923805 1596.88 -794.473 168.736 -1.90883 -4.36411 0.392589 862.358 302.473 358.419 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.69564 -0.190733 -2.32221 1067.32 -419.221 1285.15 -1.34654 -3.49927 1.07746 1565.7 -364.398 452.744 -1.43182 -3.32737 0.974611 1304.69 -359.743 374.575 -100000 -100000 -100000 -100000 -100000 -100000 -3.87217 0.0393394 0.492251 1233.22 -601.569 281.985 -100000 -100000 -100000 -100000 -100000 -100000 -4.46902 1.26005 -1.66149 1237.36 -618.34 58.388
3423 0 0.737089 1.40229 -0.899409 1594.61 -798.353 168.437 -2.01756 -4.32889 0.424123 882.638 314.209 354.412 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.69664 -0.163538 -2.34942 1054.39 -417.285 1282.9 -1.42537 -3.47931 1.06638 1563.75 -373.16 457.298 -1.52227 -3.28475 0.975637 1305.38 -359.881 374.237 -100000 -100000 -100000 -100000 -100000 -100000 -3.85465 0.0804745 0.475353 1231.18 -598.346 277.068 -100000 -100000 -100000 -100000 -100000 -100000 -4.4902 1.231 -1.67059 1237.19 -617.484 57.685
3424 0 0.755358 1.38716 -0.881625 1591.64 -802.1 168.558 -2.12426 -4.29045 0.46114 903.411 325.411 350.67 -0.318767 2.4723 -1.4226 1483.96 -442.196 20.1598 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.50991 -3.45114 1.05279 1561.48 -381.779 461.545 -1.55963 -3.29609 0.928583 1304.22 -360.584 374.69 -100000 -100000 -100000 -100000 -100000 -100000 -3.839 0.116119 0.476832 1229.37 -594.752 273.264 -100000 -100000 -100000 -100000 -100000 -100000 -0.811889 3.11952 0.377911 1059.06 -412.721 1309.2
3425 0 0.773585 1.37043 -0.864005 1588.53 -805.791 168.623 -2.23432 -4.24826 0.494636 924.768 336.109 347.058 -0.255427 2.46518 -1.41983 1488.6 -444.163 22.6393 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.58897 -3.42676 1.04024 1559.11 -390.375 465.704 -1.62665 -3.26016 0.916155 1304.42 -360.975 374.605 -100000 -100000 -100000 -100000 -100000 -100000 -3.82402 0.185434 0.49344 1227.71 -590.742 270.525 -100000 -100000 -100000 -100000 -100000 -100000 -0.76096 3.11624 0.376662 1045.95 -411.036 1306.
3426 0 0.79127 1.35405 -0.847709 1585.22 -809.394 168.795 -2.361 -4.19547 0.505912 946.727 346.311 343.331 -0.214376 2.46166 -1.41149 1493.13 -446.015 25.0283 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.66874 -3.38732 1.02714 1556.53 -398.906 469.642 -1.67836 -3.23397 0.900974 1304.13 -361.549 374.591 -100000 -100000 -100000 -100000 -100000 -100000 -3.81081 0.205481 0.565088 1225.28 -586.923 269.169 -100000 -100000 -100000 -100000 -100000 -100000 -0.713147 3.11086 0.381822 1033.14 -409.169 1303.7
3427 0 1.11252 -2.08419 -0.747874 1578.19 -818.705 177.71 -2.46871 -4.14335 0.559471 968.958 355.935 340.471 -2.06131 0.190839 1.60275 1232.33 -613.535 58.6425 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.74002 -3.35525 1.0168 1553.49 -407.275 473.233 -1.73934 -3.19901 0.889498 1304.32 -362.023 374.413 -100000 -100000 -100000 -100000 -100000 -100000 -3.79625 0.238244 0.593319 1224.37 -582.625 267.598 -100000 -100000 -100000 -100000 -100000 -100000 -0.624669 3.11118 0.393653 1019.43 -406.385 1300.
3428 0 1.13109 -2.10577 -0.751514 1574.47 -822.134 177.501 -2.57858 -4.0872 0.597513 991.661 364.916 337.604 -2.07235 0.229403 1.60024 1231.16 -611.854 59.6501 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.77728 -3.35525 1.02223 1550.33 -415.382 476.572 -1.82471 -3.14401 0.879035 1303.42 -362.81 374.527 -100000 -100000 -100000 -100000 -100000 -100000 -3.78535 0.257369 0.654557 1222.91 -578.479 266.741 -100000 -100000 -100000 -100000 -100000 -100000 -0.565045 3.10398 0.402966 1007.47 -404.343 1297.3
3429 0 1.14865 -2.12802 -0.753932 1570.56 -825.549 177.348 -2.69661 -4.02277 0.630532 1014.9 373.318 334.969 -2.08498 0.270684 1.58098 1230.45 -610.086 60.7585 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.8369 -3.33212 1.0165 1547 -423.611 479.804 -1.90089 -3.09416 0.887292 1303.98 -363.207 374.08 -100000 -100000 -100000 -100000 -100000 -100000 -3.77151 0.286952 0.714368 1221.62 -574.376 265.72 -100000 -100000 -100000 -100000 -100000 -100000 -0.511596 3.09597 0.407567 995.094 -401.714 1293.8
3430 0 1.16681 -2.15 -0.758224 1566.46 -828.853 177.04 -2.80774 -3.95711 0.679366 1038.71 381.043 332.91 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.901 -3.29935 1.00835 1543.28 -431.563 482.701 -1.92712 -3.09557 0.843773 1302.91 -364.314 374.115 -0.241751 -3.77091 -0.0215856 959.827 -404.513 1255.4 -3.75437 0.30808 0.799251 1219.97 -570.501 264.998 -100000 -100000 -100000 -100000 -100000 -100000 1.02024 -0.422379 0.376755 1231.43 -606.581 54.053
3431 0 1.18714 -2.16589 -0.768102 1562.43 -831.852 176.775 -2.92002 -3.89058 0.707643 1062.81 387.912 330.776 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -1.96106 -3.26597 0.999288 1539.36 -439.309 485.318 -1.97955 -3.07664 0.825068 1302.7 -365.121 373.761 -0.355013 -3.7965 0.0964451 948.298 -401.703 1251.2 -3.735 0.326755 0.866156 1218.55 -566.634 263.952 -100000 -100000 -100000 -100000 -100000 -100000 0.988319 -0.428873 0.360835 1231 -604.555 54.526
3432 0 1.20573 -2.19327 -0.769938 1558.07 -835.117 176.49 -3.04844 -3.79718 0.744194 1087.22 394.558 329.029 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -2.02109 -3.23183 0.990277 1535.24 -446.879 487.719 -2.04435 -3.03239 0.827259 1303.2 -365.776 373.12 -0.430289 -3.79965 0.0992025 936.534 -396.983 1246.56 -3.71864 0.352897 0.914271 1217.11 -563.095 262.313 -100000 -100000 -100000 -100000 -100000 -100000 0.964103 -0.440815 0.349392 1230.72 -602.33 54.496
3433 0 1.60227 1.5287 -0.994374 1509.37 -764.481 162.953 -3.14383 -3.72338 0.804175 1111.86 400.111 327.883 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -2.07767 -3.19684 0.978829 1531.02 -454.211 489.896 -2.07389 -3.01452 0.79056 1302.14 -366.966 373.028 -0.46047 -3.80138 0.0797018 925.462 -392.561 1242.09 -3.70338 0.366595 0.943056 1215.46 -559.642 260.273 -100000 -100000 -100000 -100000 -100000 -100000 0.943408 -0.452969 0.342332 1230.58 -600.19 54.030
3434 0 1.60083 1.53322 -0.993495 1502.74 -768.801 164.519 -3.2551 -3.63269 0.839526 1136.77 405.086 326.718 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -2.13115 -3.162 0.967022 1526.59 -461.323 491.81 -100000 -100000 -100000 -100000 -100000 -100000 -0.497862 -3.80262 0.0683994 914.504 -387.951 1237.45 -3.69209 0.381237 0.94974 1213.95 -556.375 257.749 -100000 -100000 -100000 -100000 -100000 -100000 0.931031 -0.455869 0.334737 1231.02 -598.364 52.918
3435 0 1.59935 1.5309 -1.00072 1495.65 -773.496 165.818 -3.36861 -3.53458 0.872124 1161.95 409.289 325.778 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -2.18847 -3.12171 0.950884 1522.07 -468.167 493.523 -100000 -100000 -100000 -100000 -100000 -100000 -0.619212 -3.79306 0.115455 902.698 -382.449 1232.55 -3.68123 0.415373 0.938124 1212.3 -553.088 254.679 -100000 -100000 -100000 -100000 -100000 -100000 0.910475 -0.48831 0.332834 1230.98 -596.796 52.054
3436 0 1.52781 1.42541 -0.863237 1504.02 -788.245 158.952 0.0503906 -2.37748 -1.03228 1160.7 430.953 321.709 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -2.2405 -3.08759 0.936155 1517.48 -474.804 495.054 -2.2207 -2.9037 0.766778 1301.05 -369.519 370.388 -0.685013 -3.78954 0.120822 891.927 -377.126 1227.53 -3.67322 0.443444 0.918008 1210.52 -550.153 251.251 -100000 -100000 -100000 -100000 -100000 -100000 0.894056 -0.499458 0.330702 1231.44 -595.876 50.731
3437 0 1.54422 1.40566 -0.836031 1499.84 -791.679 158.629 0.0166739 -2.41664 -1.06267 1186.74 434.676 320.965 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -2.29301 -3.05019 0.917187 1512.72 -481.166 496.373 -2.28495 -2.89811 0.738212 1300.22 -370.096 369.718 -0.746235 -3.78558 0.117794 881.369 -371.523 1222.29 -3.67006 0.515133 0.872101 1208.81 -547.362 247.332 -100000 -100000 -100000 -100000 -100000 -100000 0.882691 -0.51094 0.329564 1231.83 -595.421 49.426
3438 0 1.56352 1.38507 -0.809666 1495.75 -794.872 158.324 -0.0144479 -2.45229 -1.09335 1213.18 437.692 320.573 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -2.34135 -3.02156 0.902723 1507.89 -487.3 497.577 -2.33904 -2.87884 0.732129 1299.72 -371.162 368.133 -0.812128 -3.77891 0.125115 871.099 -365.833 1216.99 -3.66248 0.527821 0.827128 1207.04 -544.855 243.268 -100000 -100000 -100000 -100000 -100000 -100000 0.869839 -0.515144 0.327519 1232.11 -595.296 48.221
3439 0 1.35672 1.25383 -0.727965 1505.41 -822.603 158.762 1.0298 0.760757 -0.252285 1262.5 420.755 323.519 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -2.39107 -2.98662 0.884067 1502.93 -493.188 498.56 -2.36719 -2.84643 0.70912 1298.9 -371.65 367.208 -0.867319 -3.77393 0.117372 861.226 -359.881 1211.53 -3.65621 0.580673 0.8101 1204.52 -542.783 239.7 -0.381574 1.78149 2.04706 1314.58 -0.756 349.291 0.857697 -0.51724 0.324026 1232.49 -595.374 47.21
3440 0 1.37208 1.22042 -0.694703 1502.57 -826.332 157.897 1.05362 0.719181 -0.25008 1288.64 421.398 324.326 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -2.4486 -2.93779 0.851987 1497.98 -498.814 499.459 -2.42153 -2.82984 0.698577 1298.43 -372.507 365.431 -0.927256 -3.76616 0.119414 851.558 -353.867 1205.96 -3.65146 0.592161 0.762843 1202.94 -540.981 235.732 -0.366955 1.7615 2.013 1326.22 -1.98559 350.074 0.848075 -0.514922 0.32035 1232.74 -595.585 46.280
3441 0 1.3922 1.19452 -0.679148 1497.74 -829.375 157.902 1.06253 0.692979 -0.278984 1313.53 420.84 325.995 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -100000 -2.45825 -2.97962 0.885741 1491.65 -503.907 499.503 -2.48779 -2.81906 0.688911 1297.75 -372.901 363.595 -0.993015 -3.75752 0.117055 842.569 -347.413 1200.22 -3.64304 0.608613 0.722452 1201.18 -539.359 231.942 -0.34752 1.74011 1.98949 1338.14 -3.80281 351.092 0.843248 -0.510149 0.313728 1232.9 -595.554 45.571
3442 0 1.43409 1.17822 -0.668523 1491.9 -829.929 157.29 1.08547 0.651663 -0.271573 1339.62 419.896 327.369 -1.38303 -2.93877 1.57217 1574.83 -484.447 61.119 -100000 -100000 -100000 -100000 -100000 -100000 0.0361594 -1.43457 -1.20872 1434.3 -569.955 -23.8976 -2.46726 -3.02855 0.932639 1486.12 -509.183 499.921 -2.53886 -2.79745 0.673284 1297.21 -373.262 361.884 -1.03578 -3.75148 0.112377 833.207 -341.441 1194.46 -3.62969 0.647281 0.721926 1198.78 -537.691 228.674 -0.335691 1.72574 1.95561 1349.75 -5.76594 352.087 0.859404 -0.502116 0.315613 1234.36 -595.476 44.671
3443 0 1.4775 1.16732 -0.660181 1485.11 -830.069 156.704 1.09455 0.627691 -0.302143 1364.53 417.97 329.902 -1.42956 -2.91433 1.56616 1579.96 -488.121 65.3487 -100000 -100000 -100000 -100000 -100000 -100000 -0.00609419 -1.45506 -1.21207 1437.81 -569.695 -24.1046 -2.50789 -3.02172 0.935581 1480.52 -514.268 500.579 -2.54652 -2.73773 0.64533 1296.95 -373.516 360.918 -1.0988 -3.73902 0.115267 824.393 -334.927 1188.55 -3.62028 0.609403 0.657684 1197.6 -536.044 225.451 -0.313756 1.70179 1.92925 1361.3 -8.11508 353.134 0.854368 -0.499459 0.309094 1234.51 -595.183 44.2
3444 0 1.51588 1.14912 -0.648719 1479.25 -830.711 156.203 1.11251 0.59607 -0.315429 1389.62 415.461 332.42 -1.51998 -2.89428 1.54077 1584.95 -491.858 69.3753 -100000 -100000 -100000 -100000 -100000 -100000 -0.0201832 -1.4616 -1.2248 1441.16 -569.231 -23.4284 -2.56179 -2.98717 0.921578 1474.88 -519.123 501.146 -2.61617 -2.71047 0.644331 1296.74 -373.526 358.951 -1.18544 -3.71695 0.13663 815.976 -328.011 1182.59 -3.61164 0.589777 0.629684 1196.34 -534.623 222.056 -0.295536 1.68632 1.89518 1372.64 -10.6423 354.346 0.848138 -0.496915 0.305591 1234.62 -594.794 43.842
3445 0 1.54924 1.12023 -0.635013 1474.22 -832.054 155.774 1.12442 0.548546 -0.306687 1416.01 411.826 334.95 -1.57437 -2.8786 1.52089 1589.95 -495.775 73.9708 -100000 -100000 -100000 -100000 -100000 -100000 0.926608 -0.465659 1.36907 802.181 -315.629 1189.71 -100000 -100000 -100000 -100000 -100000 -100000 -2.67498 -2.69382 0.629156 1296.42 -373.651 356.931 -0.562068 -0.44821 -0.066745 1448.28 -526.518 489.266 -3.59491 0.577191 0.643128 1194.62 -533.154 219.331 -0.27614 1.66637 1.86494 1383.83 -13.602 355.481 0.826526 -0.47607 0.295312 1234.29 -594.534 43.434
3446 0 1.59911 1.1059 -0.620962 1468.15 -831.467 154.65 1.14006 0.51109 -0.317863 1441.2 407.676 338.083 -1.62186 -2.86598 1.50163 1594.72 -499.915 78.8113 -100000 -100000 -100000 -100000 -100000 -100000 0.917099 -0.487438 1.34627 794.095 -308.669 1183.5 -100000 -100000 -100000 -100000 -100000 -100000 -2.73843 -2.67583 0.613074 1296.27 -373.562 354.881 -0.564054 -0.462091 -0.091687 1442.77 -530.487 489.275 -3.58075 0.559812 0.602634 1193.78 -530.948 216.723 -0.256167 1.65238 1.83367 1394.89 -16.8605 356.933 0.814604 -0.476003 0.293341 1234.4 -594.016 43.146
